"GIS key",Species,Behavior,Count
CAC20011104F2141,PFSH,1,1
CAC20011104F2141,UNGU,1,1
CAC20011104F2141,WEGU,1,4
CAC20011104F2141,CAGU,2,3
CAC20011104F2141,CASL,2,1
CAC20011104F2141,PFSH,2,1
CAC20011104F2141,WEGU,2,8
CAC20011104F2142,WEGU,1,2
CAC20011104F2142,CASL,2,1
CAC20011104F2142,RIDO,2,2
CAC20011104F2142,WEGU,2,1
CAC20011104F2142,CAGU,3,1
CAC20011104F2142,CASL,3,1
CAC20011104F2142,WEGU,3,3
CAC20011104F2142,WEGU,4,1
CAC20011104F2143,CAGU,1,1
CAC20011104F2143,WEGU,1,1
CAC20011104F2143,WEGU,2,2
CAC20011104F2144,WEGU,1,8
CAC20011104F2144,CAGU,2,2
CAC20011104F2144,CASL,2,1
CAC20011104F2144,WEGU,2,4
CAC20011104F2144,CASL,3,1
CAC20011104F2144,WEGU,3,4
CAC20011104F2144,WEGU,4,2
CAC20011104F2145,PFSH,1,1
CAC20011104F2145,WEGU,1,2
CAC20011104F2145,RHAU,2,1
CAC20011104F2145,WEGU,2,2
CAC20011104F2145,WEGU,4,1
CAC20011104F2146,PFSH,1,1
CAC20011104F2146,WEGU,1,4
CAC20011104F2146,CODO,2,500
CAC20011104F2146,WEGU,2,3
CAC20011104F2147,BRPE,1,2
CAC20011104F2147,PFSH,1,1
CAC20011104F2147,WEGU,1,14
CAC20011104F2147,CAGU,2,5
CAC20011104F2147,WEGU,2,13
CAC20011104F2147,WEGU,4,2
CAC20011104F2148,PFSH,1,2
CAC20011104F2148,RHAU,2,1
CAC20011104F2148,WEGU,4,1
CAC20011104F2149,WEGU,1,2
CAC20011104F2150,BRAC,1,9
CAC20011104F2150,CAGU,1,1
CAC20011104F2150,SUSC,1,2
CAC20011104F2150,WEGU,1,1
CAC20011104F2151,UNCO,1,1
CAC20011104F2152,BRAC,1,1
CAC20011104F2152,BRPE,1,9
CAC20011104F2152,HEEG,1,1
CAC20011104F2152,PAJA,1,1
CAC20011104F2152,SUSC,1,150
CAC20011104F2152,WEGU,1,3
CAC20011104F2152,CASL,2,1
CAC20011104F2153,UNGU,1,1
CAC20011104F2153,WEGU,1,1
CAC20011104F2153,WEGU,2,1
CAC20011104F2153,CODO,4,55
CAC20011104F2153,WEGU,4,1
CAC20011104F2154,WEGU,1,1
CAC20011104F2154,WEGU,4,3
CAC20011104F2155,BRPE,1,4
CAC20011104F2155,CAGU,1,2
CAC20011104F2155,COMU,1,1
CAC20011104F2155,UNGU,1,1
CAC20011104F2155,WEGU,1,1
CAC20011104F2155,CAGU,4,1
CAC20011104F2155,WEGU,4,1
CAC20011104F2156,BRPE,1,1
CAC20011104F2156,CAGU,1,1
CAC20011104F2156,HEEG,1,1
CAC20011104F2156,WEGU,1,3
CAC20011104F2157,CAGU,1,1
CAC20011104F2157,WEGU,1,1
CAC20011104F2158,CAGU,1,5
CAC20011104F2158,SOSH,1,1
CAC20011104F2158,UNGU,1,1
CAC20011104F2158,WEGU,1,7
CAC20011104F2159,CAGU,1,1
CAC20011104F2159,RHAU,1,1
CAC20011104F2159,SUSC,1,200
CAC20011104F2159,UNGU,1,1
CAC20011104F2159,WEGU,1,4
CAC20011104F2159,WEGU,4,1
CAC20011104F2160,BOGU,1,4
CAC20011104F2160,CAGU,1,1
CAC20011104F2160,HEEG,1,2
CAC20011104F2160,PFSH,1,2
CAC20011104F2160,SOSH,1,2
CAC20011104F2160,UNGU,1,3
CAC20011104F2160,WEGU,1,5
CAC20011104F2160,PFSH,3,1
CAC20011104F2161,CAGU,1,5
CAC20011104F2161,SOSH,1,4
CAC20011104F2161,WEGU,1,6
CAC20011104F2161,HEEG,2,1
CAC20011104F2161,CAGU,5,8
CAC20011104F2162,CAGU,1,1
CAC20011104F2162,PALO,1,1
CAC20011104F2162,PFSH,1,1
CAC20011104F2162,SOSH,1,9
CAC20011104F2162,UNGU,1,2
CAC20011104F2162,WEGU,1,1
CAC20011104F2162,CAGU,2,1
CAC20011104F2162,CODO,4,5
CAC20011104F2162,WEGU,4,1
CAC20011104F2162,UNGU,5,1
CAC20011104F2163,CAGU,1,4
CAC20011104F2163,UNGU,1,2
CAC20011104F2163,WEGU,1,5
CAC20011104F2163,CAGU,4,1
CAC20011104F2163,UNGU,4,1
CAC20011104F2163,WEGU,4,2
CAC20011104F2163,UNGU,5,4
CAC20011104F2164,CAGU,1,1
CAC20011104F2164,SOSH,1,3
CAC20011104F2164,UNGU,1,1
CAC20011104F2164,WEGU,1,3
CAC20011104F2164,CAGU,4,1
CAC20011104F2164,WEGU,4,2
CAC20011104F2164,WEGU,5,1
CAC20011104F2165,PFSH,1,1
CAC20011104F2165,RHAU,1,1
CAC20011104F2165,SOSH,1,1
CAC20011104F2165,WEGU,1,3
CAC20011104F2165,NOFU,2,1
CAC20011104F2165,UNWH,2,1
CAC20011104F2166,CAGU,1,2
CAC20011104F2166,PFSH,1,2
CAC20011104F2166,SOSH,1,1
CAC20011104F2166,UNGU,1,1
CAC20011104F2166,UNMU,1,1
CAC20011104F2166,WEGU,1,1
CAC20011104F2166,CAGU,4,4
CAC20011104F2167,CAGU,1,2
CAC20011104F2167,PFSH,1,1
CAC20011104F2167,WEGU,1,3
CAC20011104F2167,CASL,2,1
CAC20011104F2167,CAGU,4,1
CAC20011104F2168,CAGU,1,2
CAC20011104F2168,UNGU,1,2
CAC20011104F2168,WEGU,1,1
CAC20011104F2168,WEGU,4,2
CAC20011104F2169,BRPE,1,1
CAC20011104F2169,CAAU,1,2
CAC20011104F2169,CAGU,1,1
CAC20011104F2169,UNGU,1,1
CAC20011104F2169,WEGU,4,5
CAC20011104F2170,CAAU,1,1
CAC20011104F2170,HEEG,1,3
CAC20011104F2170,WEGU,1,5
CAC20011104F2170,RHAU,2,1
CAC20011104F2170,CAGU,5,1
CAC20011104F2170,UNGU,5,3
CAC20011104F2171,CAGU,4,1
CAC20011104F2172,SOSH,1,1
CAC20011104F2172,MOLA,2,1
CAC20011104F2172,WEGU,4,4
CAC20011104F2173,RHAU,2,2
CAC20011104F2173,CAGU,4,1
CAC20011104F2173,WEGU,4,3
CAC20011104F2174,BRAC,1,1
CAC20011104F2174,RHAU,2,1
CAC20011104F2174,WEGU,4,3
CAC20011105F2175,HEEG,1,1
CAC20011105F2175,WEGU,1,4
CAC20011105F2176,UNGU,1,1
CAC20011105F2177,BULS,1,1
CAC20011105F2177,CAGU,1,1
CAC20011105F2177,UNGU,1,1
CAC20011105F2177,WEGU,2,3
CAC20011105F2178,NOFU,1,1
CAC20011105F2178,SOSH,1,2
CAC20011105F2178,WEGU,1,1
CAC20011105F2178,BULS,3,1
CAC20011105F2178,PAJA,3,1
CAC20011105F2179,BRAN,1,50
CAC20011105F2179,BULS,1,1
CAC20011105F2179,CAGU,1,1
CAC20011105F2179,WEGU,1,1
CAC20011105F2179,WEGU,4,2
CAC20011105F2180,BULS,1,1
CAC20011105F2180,NOFU,1,1
CAC20011105F2180,WEGU,1,1
CAC20011105F2180,WEGU,4,3
CAC20011105F2181,BULS,1,2
CAC20011105F2181,CAGU,1,1
CAC20011105F2181,NOFU,1,1
CAC20011105F2181,PFSH,1,3
CAC20011105F2181,SOSH,1,1
CAC20011105F2181,WEGU,1,1
CAC20011105F2181,CASL,2,1
CAC20011105F2181,CAGU,3,1
CAC20011105F2181,POJA,3,1
CAC20011105F2182,BULS,1,1
CAC20011105F2182,CAGU,1,1
CAC20011105F2182,GWGU,1,1
CAC20011105F2182,NOFU,1,1
CAC20011105F2182,PFSH,1,2
CAC20011105F2182,CAGU,4,1
CAC20011105F2182,WEGU,4,2
CAC20011105F2183,NOFU,1,2
CAC20011105F2183,PFSH,1,2
CAC20011105F2183,POJA,1,1
CAC20011105F2183,RHAU,1,1
CAC20011105F2183,SOSH,1,2
CAC20011105F2183,UNGU,1,1
CAC20011105F2183,WEGU,1,1
CAC20011105F2184,POJA,1,1
CAC20011105F2184,SOSH,1,1
CAC20011105F2184,WEGU,1,2
CAC20011105F2184,BRPE,2,1
CAC20011105F2184,NOFU,2,1
CAC20011105F2185,PFSH,1,3
CAC20011105F2185,UNPH,1,2
CAC20011105F2185,WEGU,1,1
CAC20011105F2186,PFSH,1,2
CAC20011105F2186,UNGU,1,1
CAC20011105F2186,WEGU,1,1
CAC20011105F2186,WEGU,4,1
CAC20011105F2186,WEGU,4,1
CAC20011106F2191,SOSH,1,1
CAC20011106F2199,SOSH,1,1
CAC20011106F2201,LHSP,1,1
CAC20011106F2202,CODO,4,4
CAC20011106F2204,CODO,4,6
CAC20011106F2207,LHSP,1,5
CAC20011106F2207,LHSP,2,12
CAC20011106F2208,UNAL,1,1
CAC20011106F2217,LHSP,1,1
CAC20011106F2222,LHSP,1,1
CAC20011106F2228,REPH,1,1
CAC20011106F2229,CAGU,1,1
CAC20011106F2229,LHSP,5,3
CAC20011107F2232,WEGU,4,1
CAC20011107F2233,LHSP,1,2
CAC20011107F2234,BULS,1,1
CAC20011107F2244,LHSP,1,2
CAC20011107F2245,EUST,4,1
CAC20011107F2250,UNAL,1,1
CAC20011107F2251,LHSP,1,1
CAC20011107F2253,POJA,1,2
CAC20011107F2253,WEGU,1,2
CAC20011107F2253,WEGU,4,1
CAC20011107F2254,PFSH,1,1
CAC20011107F2254,SOSH,1,1
CAC20011107F2254,WEGU,1,3
CAC20011107F2254,CAGU,4,1
CAC20011107F2254,WEGU,4,1
CAC20011107F2255,NOFU,1,1
CAC20011107F2255,PFSH,1,1
CAC20011107F2255,RHAU,1,1
CAC20011107F2255,SOSH,1,1
CAC20011107F2255,WEGU,1,1
CAC20011107F2255,WEGU,4,2
CAC20011107F2256,BRPE,1,1
CAC20011107F2256,CAGU,1,2
CAC20011107F2256,PFSH,1,2
CAC20011107F2256,WEGU,1,3
CAC20011107F2256,WEGU,2,2
CAC20011107F2256,WEGU,4,3
CAC20011107F2257,BULS,1,2
CAC20011107F2257,PFSH,1,1
CAC20011107F2257,RHAU,1,10
CAC20011107F2257,WEGU,4,2
CAC20011107F2258,NOFU,1,1
CAC20011107F2258,CAGU,2,1
CAC20011108F2259,NFSE,2,1
CAC20011108F2260,DCCO,1,1
CAC20011108F2260,NOFU,1,1
CAC20011108F2260,RHAU,2,2
CAC20011108F2261,NOFU,2,3
CAC20011108F2263,BRPE,1,1
CAC20011108F2263,WEGU,2,1
CAC20011108F2264,NOFU,1,1
CAC20011108F2264,PFSH,1,2
CAC20011108F2264,CASL,2,1
CAC20011108F2264,WEGU,2,1
CAC20011108F2264,WEGU,4,1
CAC20011108F2265,PFSH,1,1
CAC20011108F2265,WEGU,4,4
CAC20011108F2266,BRPE,1,1
CAC20011108F2266,SOSH,1,1
CAC20011108F2266,BRPE,2,1
CAC20011108F2266,WEGU,4,3
CAC20011108F2267,POJA,2,1
CAC20011108F2267,WEGU,4,1
CAC20011108F2268,PALO,1,2
CAC20011108F2268,WEGU,1,2
CAC20011108F2268,BRPE,2,2
CAC20011108F2268,WEGU,2,1
CAC20011108F2268,WEGU,4,1
CAC20011108F2269,WEGU,1,1
CAC20011108F2269,WEGU,2,1
CAC20011108F2269,WEGU,4,1
CAC20011108F2271,PFSH,1,1
CAC20011108F2271,WEGU,2,1
CAC20011108F2271,WEGU,4,1
CAC20011108F2272,PFSH,1,1
CAC20011108F2272,SOSH,1,1
CAC20011108F2272,WEGU,2,2
CAC20011108F2272,WEGU,4,4
CAC20011108F2273,PFSH,1,1
CAC20011108F2273,WEGU,1,3
CAC20011108F2273,POJA,2,1
CAC20011108F2273,CAGU,5,1
CAC20011108F2274,PFSH,1,2
CAC20011108F2274,WEGU,1,1
CAC20020124F1,CAGU,1,1
CAC20020124F1,RIDO,6,6
CAC20020124F2,CAGU,1,1
CAC20020124F4,WEGU,1,1
CAC20020124F5,BVSH,1,1
CAC20020125F10,BLKI,1,2
CAC20020125F11,BLKI,1,2
CAC20020125F11,UNDO,6,2
CAC20020125F12,CODO,6,185
CAC20020125F12,DAPO,6,1
CAC20020125F13,WEGU,1,1
CAC20020125F15,BLKI,1,3
CAC20020125F16,BLKI,1,2
CAC20020125F17,WEGU,4,2
CAC20020125F18,HERG,4,1
CAC20020125F19,BLKI,1,1
CAC20020125F20,HERG,4,1
CAC20020125F23,NOFU,1,1
CAC20020125F23,POJA,1,1
CAC20020125F23,WEGU,4,1
CAC20020125F24,HERG,1,2
CAC20020125F24,REPH,1,1
CAC20020125F24,UNGU,4,1
CAC20020125F25,BLKI,1,1
CAC20020125F26,BLKI,1,1
CAC20020125F26,NOFU,2,1
CAC20020125F26,REPH,2,1
CAC20020125F26,CAGU,4,1
CAC20020125F27,NOFU,1,1
CAC20020125F7,BLKI,1,2
CAC20020125F7,RHAU,2,1
CAC20020125F9,BLKI,1,7
CAC20020125F9,POJA,1,1
CAC20020125F9,WEGU,1,1
CAC20020125F9,BLKI,2,23
CAC20020126F49,REPH,1,4
CAC20020126F50,LHSP,1,1
CAC20020126F51,MOLA,6,1
CAC20020126F52,NOFU,1,1
CAC20020127F61,LHSP,1,1
CAC20020127F64,LHSP,1,3
CAC20020127F69,LHSP,1,1
CAC20020127F69,CODO,6,15
CAC20020127F74,LHSP,1,2
CAC20020127F77,CODO,6,132
CAC20020127F78,LHSP,1,1
CAC20020128F105,LHSP,1,4
CAC20020128F110,LHSP,1,1
CAC20020128F112,LHSP,1,2
CAC20020128F117,GWGU,4,1
CAC20020128F86,LHSP,1,1
CAC20020128F92,CODO,6,18
CAC20020128F93,CODO,6,38
CAC20020128F94,LHSP,1,1
CAC20020128F97,LHSP,1,1
CAC20020129F132,NOFU,1,1
CAC20020129F132,BLKI,4,1
CAC20020129F133,CAAU,2,1
CAC20020129F134,NOFU,2,1
CAC20020129F135,CAAU,2,1
CAC20020129F137,WEGU,4,1
CAC20020129F139,WEGU,4,1
CAC20020129F141,NRWD,6,11
CAC20020129F141,SPWH,6,5
CAC20020130F144,BLKI,1,1
CAC20020130F144,WEGU,1,2
CAC20020130F145,BLKI,1,1
CAC20020130F145,CAGU,1,2
CAC20020130F145,NOFU,1,3
CAC20020130F145,UNGU,1,1
CAC20020130F145,WEGU,1,9
CAC20020130F145,WEGU,4,1
CAC20020130F146,BLKI,1,1
CAC20020130F146,CAGU,1,15
CAC20020130F146,HERG,1,1
CAC20020130F146,WEGU,1,11
CAC20020130F147,WEGU,1,4
CAC20020130F148,WEGU,1,3
CAC20020130F148,UNGU,4,1
CAC20020130F149,WEGU,1,1
CAC20020130F150,BLKI,1,1
CAC20020130F151,CAGU,1,3
CAC20020130F151,HERG,1,1
CAC20020130F151,WEGU,1,6
CAC20020130F151,XCMU,2,2
CAC20020130F152,WEGU,1,2
CAC20020130F156,WEGU,1,1
CAC20020130F157,WEGU,1,1
CAC20020130F158,RHAU,2,1
CAC20020130F162,WEGU,1,1
CAC20020130F162,UNDO,6,2
CAC20020130F163,RIDO,6,6
CAC20020130F164,BODO,6,2
CAC20020130F165,CAGU,2,85
CAC20020130F165,POJA,2,1
CAC20020130F165,UNGU,2,10
CAC20020130F165,WEGU,2,8
CAC20020130F165,CODO,6,94
CAC20020131F168,CAGU,1,1
CAC20020131F170,UNSE,2,1
CAC20020131F171,WEGU,1,1
CAC20020131F171,UNWH,2,1
CAC20020131F171,WEGU,2,1
CAC20020131F172,BRPE,1,6
CAC20020131F173,WEGU,2,5
CAC20020131F173,CASL,6,5
CAC20020131F174,CAGU,2,1
CAC20020131F174,WEGU,2,7
CAC20020131F174,CASL,6,19
CAC20020131F175,BLKI,2,3
CAC20020131F175,BRPE,2,2
CAC20020131F175,COMU,2,1
CAC20020131F175,WEGU,2,5
CAC20020131F175,UNGU,4,1
CAC20020131F175,WEGU,4,1
CAC20020131F176,WEGU,1,1
CAC20020131F176,CASL,2,4
CAC20020131F176,WEGU,2,2
CAC20020131F177,WEGU,1,1
CAC20020131F177,CASL,6,4
CAC20020131F178,BLKI,2,1
CAC20020131F178,UNWH,2,1
CAC20020131F178,WEGU,2,1
CAC20020131F179,BLKI,1,1
CAC20020131F179,BLKI,2,28
CAC20020131F179,PALO,2,2
CAC20020131F179,UNGU,2,1
CAC20020131F179,WEGU,2,9
CAC20020131F180,WEGU,1,1
CAC20020131F180,BLKI,2,1
CAC20020131F180,UNWH,2,5
CAC20020131F181,NRWD,6,9
CAC20020131F181,RIDO,6,10
CAC20020131F183,BRPE,1,1
CAC20020131F183,WEGU,1,1
CAC20020131F183,BRPE,2,1
CAC20020131F183,WEGU,2,1
CAC20020131F184,BLKI,1,4
CAC20020131F184,UNWH,7,1
CAC20020131F185,BLKI,1,2
CAC20020131F185,RHAU,2,1
CAC20020131F185,WEGU,4,1
CAC20020131F185,CASL,6,2
CAC20020131F185,NRWD,6,24
CAC20020131F187,WEGU,1,2
CAC20020131F187,CAAU,2,1
CAC20020131F187,WEGU,4,1
CAC20020131F188,BRAC,1,1
CAC20020131F188,DAPO,6,8
CAC20020131F189,CAAU,2,2
CAC20020131F190,CASL,2,1
CAC20020131F191,BRPE,1,1
CAC20020201F194,BLKI,1,1
CAC20020201F194,GWGU,4,1
CAC20020201F195,WEGU,4,1
CAC20020201F201,BLKI,1,1
CAC20020201F202,LHSP,1,5
CAC20020201F202,REPH,1,1
CAC20020201F203,BLKI,1,1
CAC20020201F203,WEGU,1,1
CAC20020201F203,WEGU,4,1
CAC20020201F205,WEGU,4,2
CAC20020201F208,NOFU,1,1
CAC20020201F208,WEGU,4,1
CAC20020201F209,BLKI,1,2
CAC20020201F213,BLKI,1,1
CAC20020201F213,LHSP,1,1
CAC20020201F218,REPH,1,1
CAC20020202F237,GWGU,4,1
CAC20020202F250,LHSP,1,1
CAC20020202F258,CODO,4,3
CAC20020203F262,GWGU,4,1
CAC20020203F264,CAAU,2,3
CAC20020203F265,REPH,1,1
CAC20020203F269,REPH,1,1
CAC20020203F269,REPH,2,1
CAC20020203F270,REPH,1,3
CAC20020203F270,REPH,2,3
CAC20020203F271,REPH,1,1
CAC20020203F273,REPH,1,2
CAC20020203F274,REPH,1,2
CAC20020203F278,BLKI,1,1
CAC20020203F283,REPH,1,1
CAC20020203F287,UNSP,1,1
CAC20020204F292,NOFU,2,1
CAC20020204F293,REPH,1,1
CAC20020204F294,BLKI,1,1
CAC20020204F295,BLKI,1,1
CAC20020204F295,HERG,1,1
CAC20020204F295,WEGU,4,1
CAC20020204F296,NOFU,1,3
CAC20020204F296,REPH,1,3
CAC20020204F296,REPH,2,1
CAC20020204F297,REPH,1,1
CAC20020204F298,REPH,2,1
CAC20020204F298,GWGU,4,1
CAC20020204F299,REPH,1,2
CAC20020204F299,NOFU,2,1
CAC20020204F299,REPH,2,3
CAC20020204F300,REPH,1,8
CAC20020204F300,WEGU,1,1
CAC20020204F300,REPH,2,2
CAC20020204F301,REPH,1,1
CAC20020204F301,HERG,2,1
CAC20020204F301,REPH,2,4
CAC20020204F302,REPH,1,1
CAC20020204F303,NOFU,1,1
CAC20020204F303,NOFU,2,1
CAC20020204F303,REPH,2,1
CAC20020204F304,BLKI,1,1
CAC20020204F304,MOLA,2,1
CAC20020204F308,NOFU,1,1
CAC20020205F310,BRPE,1,4
CAC20020205F310,CAGU,1,1
CAC20020205F310,WEGU,1,2
CAC20020205F310,WEGU,4,1
CAC20020205F311,BLKI,1,1
CAC20020205F311,CAGU,1,1
CAC20020205F311,NOFU,2,3
CAC20020205F312,BRPE,1,5
CAC20020205F312,WEGU,1,1
CAC20020205F313,MOLA,2,1
CAC20020205F314,CAAU,2,1
CAC20020205F314,WEGU,2,2
CAC20020205F315,BRPE,1,2
CAC20020205F315,COMU,2,1
CAC20020205F317,BRPE,1,3
CAC20020205F317,UNGU,4,1
CAC20020205F318,WEGU,1,1
CAC20020205F318,WEGU,4,1
CAC20020205F319,CAGU,4,1
CAC20020205F319,UNGU,4,1
CAC20020205F320,HERG,1,1
CAC20020205F320,WEGU,1,1
CAC20020205F321,CAGU,1,2
CAC20020205F321,HERG,1,1
CAC20020205F321,WEGU,1,1
CAC20020206F322,CAGU,1,1
CAC20020206F322,WEGU,1,2
CAC20020206F323,RHAU,2,2
CAC20020206F324,CAGU,1,1
CAC20020206F324,BLKI,2,1
CAC20020206F324,BLKI,4,1
CAC20020206F324,CAGU,4,2
CAC20020206F325,BLKI,1,1
CAC20020206F325,CAGU,1,1
CAC20020206F325,WEGU,1,1
CAC20020206F326,BLKI,1,2
CAC20020206F326,CAGU,1,1
CAC20020206F327,CAGU,1,1
CAC20020206F327,GWGU,1,1
CAC20020206F327,BLKI,2,1
CAC20020206F327,RHAU,2,2
CAC20020206F328,CAGU,1,1
CAC20020206F329,BLKI,1,6
CAC20020206F329,WEGU,1,1
CAC20020206F329,CAGU,4,1
CAC20020206F330,RHAU,1,5
CAC20020206F330,BLKI,2,1
CAC20020206F331,BLKI,1,2
CAC20020206F331,NOFU,1,1
CAC20020206F331,WEGU,1,1
CAC20020206F333,BLKI,1,1
CAC20020206F333,NOFU,1,1
CAC20020206F334,NOFU,1,2
CAC20020206F335,HERG,1,1
CAC20020206F335,NOFU,1,4
CAC20020206F335,WEGU,1,1
CAC20020206F335,CAAU,2,1
CAC20020206F335,NOFU,2,1
CAC20020206F336,WEGU,1,1
CAC20020206F337,BLKI,1,1
CAC20020206F337,HERG,1,1
CAC20020206F337,WEGU,4,1
CAC20020206F338,BLKI,1,2
CAC20020206F338,NOFU,1,4
CAC20020206F338,NOFU,2,2
CAC20020206F339,BLKI,1,2
CAC20020206F339,CAAU,1,3
CAC20020206F339,CAGU,1,1
CAC20020206F339,HERG,1,1
CAC20020206F339,NOFU,1,3
CAC20020206F339,REPH,1,1
CAC20020206F339,WEGU,1,1
CAC20020206F341,BLKI,1,1
CAC20020206F341,REPH,1,1
CAC20020206F341,WEGU,1,1
CAC20020206F342,REPH,1,1
CAC20020206F342,UNGU,4,1
CAC20020206F343,BLKI,1,1
CAC20020206F343,CAGU,1,1
CAC20020206F343,HERG,1,2
CAC20020206F344,HERG,1,1
CAC20020206F344,NOFU,1,3
CAC20020206F344,NOFU,2,1
CAC20020206F344,WEGU,4,1
CAC20020206F345,BLKI,1,1
CAC20020206F345,NOFU,1,1
CAC20020206F345,UNGU,1,1
CAC20020206F345,WEGU,1,1
CAC20020206F346,HERG,1,1
CAC20020206F346,NOFU,1,1
CAC20020206F346,NOFU,2,1
CAC20020206F347,BLKI,1,1
CAC20020206F347,NOFU,1,1
CAC20020206F347,WEGU,4,1
CAC20020206F348,HERG,1,2
CAC20020206F348,UNGU,1,1
CAC20020206F348,HERG,2,4
CAC20020206F348,NOFU,2,1
CAC20020206F348,UNGU,4,1
CAC20020206F349,HERG,1,2
CAC20020206F349,NOFU,1,1
CAC20020206F349,WEGU,1,1
CAC20020206F350,NOFU,1,1
CAC20020206F351,CAGU,1,1
CAC20020206F352,GWGU,1,1
CAC20020206F352,UNGU,1,1
CAC20020206F352,WEGU,1,3
CAC20020206F352,DAPO,6,4
CAC20020206F353,CAGU,4,1
CAC20020206F353,UNGU,4,2
CAC20020207F355,LHSP,1,1
CAC20020207F357,CAAU,1,1
CAC20020207F358,REPH,2,4
CAC20020207F360,REPH,1,2
CAC20020207F361,REPH,1,1
CAC20020207F361,LHSP,2,1
CAC20020207F364,REPH,2,2
CAC20020207F365,CAAU,1,3
CAC20020207F366,LHSP,1,1
CAC20020207F368,LHSP,1,1
CAC20020207F368,REPH,1,2
CAC20020207F372,REPH,1,4
CAC20020207F377,FTSP,1,1
CAC20020207F381,REPH,1,17
CAC20020208F386,CAAU,1,7
CAC20020208F386,FTSP,1,1
CAC20020208F387,REPH,1,5
CAC20020208F394,REPH,2,1
CAC20020208F396,NOFU,1,1
CAC20020208F396,REPH,1,1
CAC20020208F399,NOFU,1,1
CAC20020208F399,SAGU,1,1
CAC20020208F404,HERG,1,1
CAC20020208F407,PAJA,1,1
CAC20020208F407,BLKI,2,1
CAC20020209F409,CAGU,1,1
CAC20020209F409,WEGU,1,2
CAC20020209F409,WEGU,2,3
CAC20020209F409,UNGU,4,1
CAC20020209F410,HERG,1,1
CAC20020209F410,WEGU,1,3
CAC20020209F410,WEGU,2,1
CAC20020209F410,WEGU,4,3
CAC20020209F410,RIDO,6,5
CAC20020209F411,GWGU,1,1
CAC20020209F411,WEGU,1,1
CAC20020209F411,HERG,2,1
CAC20020209F412,CAGU,1,1
CAC20020209F412,HERG,1,4
CAC20020209F412,WEGU,1,2
CAC20020209F412,WEGU,2,1
CAC20020209F413,HERG,1,1
CAC20020209F413,RHAU,1,1
CAC20020209F413,UNGU,1,1
CAC20020209F413,WEGU,2,6
CAC20020209F413,GWGU,4,1
CAC20020209F413,WEGU,4,1
CAC20020209F414,WEGU,1,3
CAC20020209F414,CAGU,4,1
CAC20020209F415,CAGU,1,1
CAC20020209F415,NOFU,1,1
CAC20020209F415,WEGU,1,1
CAC20020209F415,RHAU,2,1
CAC20020209F415,WEGU,4,3
CAC20020209F417,BLKI,1,2
CAC20020209F417,CAGU,1,5
CAC20020209F417,WEGU,1,2
CAC20020209F417,UNGU,2,7
CAC20020209F417,HERG,4,1
CAC20020209F417,WEGU,4,3
CAC20020209F418,BLKI,1,2
CAC20020209F418,CAGU,1,3
CAC20020209F418,HERG,1,5
CAC20020209F418,RHAU,1,4
CAC20020209F418,WEGU,1,6
CAC20020209F418,BLKI,2,17
CAC20020209F418,CAGU,2,5
CAC20020209F418,HERG,4,1
CAC20020209F419,BLKI,1,1
CAC20020209F419,CAGU,1,7
CAC20020209F419,RHAU,1,2
CAC20020209F419,WEGU,1,2
CAC20020209F419,RHAU,2,1
CAC20020209F420,BLKI,1,4
CAC20020209F420,CAGU,1,1
CAC20020209F420,GWGU,1,1
CAC20020209F420,HERG,1,1
CAC20020209F420,PALO,1,1
CAC20020209F420,WEGU,1,1
CAC20020209F420,MOLA,2,1
CAC20020209F421,BLKI,1,3
CAC20020209F421,CAGU,1,3
CAC20020209F421,HERG,1,1
CAC20020209F421,WEGU,1,2
CAC20020209F421,PALO,2,1
CAC20020328F423,PFSH,1,2
CAC20020328F423,BRPE,2,1
CAC20020328F423,CODO,2,15
CAC20020328F423,PFSH,2,1
CAC20020328F423,POJA,2,1
CAC20020328F423,WEGU,2,2
CAC20020328F424,CODO,4,2
CAC20020329F425,WEGU,1,1
CAC20020329F426,NOFU,1,2
CAC20020329F427,MOLA,2,1
CAC20020329F429,CAAU,1,1
CAC20020329F429,RHAU,1,1
CAC20020329F432,NFSE,2,1
CAC20020329F432,BFAL,4,1
CAC20020329F434,REPH,1,225
CAC20020329F434,UNPH,5,175
CAC20020329F444,PWSD,4,8
CAC20020329F445,BFAL,3,1
CAC20020329F445,NOFU,3,3
CAC20020329F448,NFSE,2,1
CAC20020330F454,BFAL,4,1
CAC20020330F457,BBWH,3,6
CAC20020330F462,LHSP,3,1
CAC20020330F473,GWGU,4,1
CAC20020330F474,LHSP,1,1
CAC20020330F475,LHSP,1,1
CAC20020330F478,LHSP,1,1
CAC20020330F489,BFAL,4,1
CAC20020331F504,LHSP,1,1
CAC20020331F510,LHSP,1,1
CAC20020331F518,LHSP,1,1
CAC20020331F520,LHSP,1,1
CAC20020331F520,CODO,4,8
CAC20020331F521,LHSP,1,2
CAC20020331F528,LHSP,1,2
CAC20020401F531,LHSP,1,1
CAC20020401F533,LHSP,1,1
CAC20020401F534,DAPO,2,3
CAC20020401F535,LHSP,1,5
CAC20020401F537,LHSP,1,1
CAC20020401F537,BFAL,4,3
CAC20020401F542,BFAL,1,1
CAC20020401F542,REPH,2,22
CAC20020401F543,BFAL,4,1
CAC20020401F545,LHSP,1,1
CAC20020401F547,LHSP,1,1
CAC20020401F553,LHSP,1,1
CAC20020401F555,LHSP,1,1
CAC20020401F561,LHSP,5,1
