"GIS key",Species,Behavior,Count
CAC19940330F8987,WEGU,1,1
CAC19940330F8991,HERG,1,1
CAC19940330F8991,WEGU,1,1
CAC19940330F8992,WEGU,1,1
CAC19940330F8996,SOSH,1,1
CAC19940330F8997,UNPH,1,1
CAC19940330F9003,UNPH,2,1
CAC19940330F9003,WEGU,1,1
CAC19940330F9005,UNPH,1,1
CAC19940330F9010,UNPH,1,1
CAC19940330F9011,BFAL,1,1
CAC19940330F9011,UNPH,1,1
CAC19940330F9012,COPE,1,1
CAC19940330F9012,REPH,1,1
CAC19940331F9016,UNPH,1,2
CAC19940331F9024,COPE,1,1
CAC19940331F9045,LHSP,1,1
CAC19940331F9046,UNSP,1,1
CAC19940331F9050,LHSP,1,1
CAC19940401F9058,BFAL,1,1
CAC19940401F9063,DRPE,1,1
CAC19940401F9063,LHSP,1,1
CAC19940401F9068,COPE,1,1
CAC19940401F9080,COPE,1,1
CAC19940401F9088,REPH,1,1
CAC19940401F9090,REPH,1,1
CAC19940401F9091,COPE,1,1
CAC19940401F9094,COPE,1,1
CAC19940402F9101,REPH,1,1
CAC19940402F9102,LHSP,1,1
CAC19940402F9105,COPE,1,1
CAC19940402F9107,LHSP,1,2
CAC19940402F9107,UNPH,1,1
CAC19940402F9110,REPH,1,1
CAC19940402F9112,UNPH,1,1
CAC19940402F9114,LHSP,1,3
CAC19940402F9118,REPH,1,1
CAC19940402F9119,PFSH,1,1
CAC19940402F9120,COPE,1,1
CAC19940402F9120,REPH,1,4
CAC19940402F9121,COPE,1,2
CAC19940402F9121,LHSP,1,1
CAC19940402F9121,REPH,1,3
CAC19940402F9122,REPH,1,1
CAC19940402F9124,REPH,1,1
CAC19940403F9131,UNLO,1,1
CAC19940403F9131,UNPH,1,103
CAC19940403F9131,UNPH,2,10
CAC19940403F9134,UNPH,1,2
CAC19940403F9134,WEGU,1,1
CAC19940403F9134,BRAC,2,1
CAC19940403F9135,UNPH,1,4
CAC19940403F9135,WEGU,1,2
CAC19940403F9136,BRPE,1,1
CAC19940403F9136,PALO,1,1
CAC19940403F9136,SUSC,1,3
CAC19940403F9136,UNAL,2,2
CAC19940403F9137,POJA,1,1
CAC19940403F9137,UNLO,1,1
CAC19940403F9137,WEGU,1,1
CAC19940403F9137,WEGU,2,1
CAC19940403F9137,GUMU,2,2
CAC19940403F9138,BOGU,1,27
CAC19940403F9139,WEGU,1,1
CAC19940403F9140,BOGU,1,3
CAC19940403F9140,SOSH,1,1
CAC19940403F9141,BOGU,1,7
CAC19940403F9141,WEGU,1,1
CAC19940403F9142,BRAC,1,2
CAC19940403F9142,WEGU,1,1
CAC19940403F9142,PALO,2,1
CAC19940403F9143,BRPE,1,1
CAC19940403F9143,RNPH,1,2
CAC19940403F9143,SOSH,1,1
CAC19940403F9143,GUMU,1,1
CAC19940403F9144,UNPH,1,4
CAC19940403F9144,UNPH,2,1
CAC19940403F9145,SOSH,1,1
CAC19940403F9145,UNPH,1,2
CAC19940403F9145,WEGU,1,2
CAC19940403F9146,WEGU,1,1
CAC19940403F9147,CAAU,2,2
CAC19940403F9148,WEGU,2,2
CAC19940403F9150,WEGU,1,1
CAC19940403F9151,BRAC,1,1
CAC19940403F9151,WEGU,2,4
CAC19940403F9152,CAAU,1,8
CAC19940403F9152,CAGU,1,2
CAC19940403F9152,DCCO,1,1
CAC19940403F9152,WEGU,1,3
CAC19940403F9152,CAAU,2,2
CAC19940403F9153,BRPE,1,1
CAC19940403F9153,CAAU,1,4
CAC19940403F9153,CAGU,1,2
CAC19940403F9153,PALO,1,1
CAC19940403F9153,WEGU,1,1
CAC19940403F9153,BRPE,2,1
CAC19940403F9153,CAAU,2,2
CAC19940403F9153,CAGU,2,7
CAC19940403F9153,WEGU,2,50
CAC19940403F9154,BVSH,1,1
CAC19940403F9154,CASL,2,1
CAC19940403F9155,CAAU,1,2
CAC19940403F9155,WEGU,1,1
CAC19940403F9155,BRPE,2,3
CAC19940403F9156,CAAU,1,5
CAC19940403F9156,CAGU,1,1
CAC19940403F9156,UNPH,1,13
CAC19940403F9156,GUMU,1,2
CAC19940403F9156,BOGU,2,15
CAC19940403F9157,WEGU,2,1
CAC19940403F9158,BRPE,1,2
CAC19940403F9158,POJA,1,1
CAC19940403F9158,WEGU,1,4
CAC19940403F9158,WEGU,2,2
CAC19940403F9158,GUMU,2,6
CAC19940403F9160,GUMU,1,1
CAC19940403F9160,BOGU,2,22
CAC19940403F9160,SOSH,2,1
CAC19940403F9160,WEGU,2,2
CAC19940403F9161,BOGU,1,1
CAC19940403F9161,REPH,1,1
CAC19940403F9161,RNPH,1,5
CAC19940403F9161,RTLO,1,1
CAC19940403F9161,BOGU,2,25
CAC19940403F9162,WEGU,1,1
CAC19940403F9163,WEGU,1,1
CAC19940403F9163,BRPE,2,2
CAC19940403F9163,WEGU,2,1
CAC19940403F9164,WEGU,1,1
CAC19940403F9164,WEGU,2,1
CAC19940403F9165,BRPE,1,1
CAC19940403F9165,POJA,1,1
CAC19940403F9165,BRPE,2,1
CAC19940403F9165,WEGU,2,2
CAC19940403F9166,WEGU,1,1
CAC19940403F9166,UNPH,2,1
CAC19940403F9167,WEGU,1,2
CAC19940403F9167,POJA,2,1
CAC19940403F9168,POJA,1,1
CAC19940403F9168,RNPH,1,6
CAC19940403F9168,WEGU,1,1
CAC19940403F9168,BOGU,2,4
CAC19940403F9168,CAGU,2,1
CAC19940403F9168,WEGU,2,1
CAC19940403F9169,CAGU,1,1
CAC19940403F9169,WEGU,1,2
CAC19940403F9169,GUMU,1,2
CAC19940403F9169,GUMU,2,2
CAC19940403F9170,POJA,1,1
CAC19940403F9170,UNPH,1,1
CAC19940403F9170,WEGU,1,1
CAC19940403F9171,POJA,1,2
CAC19940403F9171,WEGU,1,1
CAC19940403F9172,UNPH,1,3
CAC19940403F9172,WEGU,1,1
CAC19940403F9172,CAAU,2,2
CAC19940403F9176,WEGU,1,1
CAC19940403F9177,UNPH,1,201
CAC19940403F9178,UNPH,2,63
CAC19940403F9179,NOFU,1,1
CAC19940403F9179,UNAL,1,1
CAC19940403F9179,UNPH,1,290
CAC19940403F9179,UNPH,2,90
CAC19940403F9180,UNPH,1,1
CAC19940403F9180,WEGU,1,1
CAC19940403F9180,UNPH,2,15
CAC19940404F9181,REPH,1,1
CAC19940404F9182,WEGU,1,1
CAC19940404F9182,REPH,2,1
CAC19940404F9186,CASL,2,1
CAC19940404F9187,SOSH,2,1
CAC19940404F9188,SOSH,1,1
CAC19940404F9190,UNPH,1,1
CAC19940404F9191,MUPE,1,1
CAC19940404F9192,UNPH,1,1
CAC19940404F9192,CASL,2,1
CAC19940404F9194,LAGU,1,1
CAC19940404F9197,CASL,2,1
CAC19940404F9198,REPH,2,3
CAC19940404F9199,WEGU,1,1
CAC19940404F9204,UNPH,2,1
CAC19940404F9205,UNPH,1,3
CAC19940404F9206,NOFU,1,1
CAC19940404F9207,UNPH,1,2
CAC19940404F9211,BFAL,1,1
CAC19940404F9211,REPH,1,7
CAC19940405F9215,BFAL,1,1
CAC19940405F9217,REPH,1,1
CAC19940405F9226,BFAL,1,1
CAC19940405F9259,REPH,1,1
CAC19940406F9277,BFAL,1,1
CAC19940406F9277,LHSP,1,3
CAC19940406F9277,REPH,1,1
CAC19940406F9278,REPH,1,1
CAC19940406F9279,SOSH,1,1
CAC19940407F9292,CAGU,1,1
CAC19940407F9292,WEGU,1,1
CAC19940407F9293,WEGU,1,1
CAC19940407F9294,CAGU,1,1
CAC19940407F9295,SOSH,1,1
CAC19940407F9297,PALO,1,1
CAC19940407F9297,SOSH,1,13
CAC19940407F9297,UNSH,1,1
CAC19940407F9297,CASL,2,1
CAC19940407F9298,CAGU,1,5
CAC19940407F9298,PALO,1,4
CAC19940407F9298,SOSH,1,5
CAC19940407F9298,CAAU,2,2
CAC19940407F9298,CAGU,2,4
CAC19940407F9298,UNAL,2,1
CAC19940407F9299,PALO,1,4
CAC19940407F9299,CAGU,2,2
CAC19940407F9299,SOSH,2,18
CAC19940407F9300,PALO,1,1
CAC19940407F9300,SOSH,2,1
CAC19940407F9301,BOGU,1,5
CAC19940407F9301,PALO,1,1
CAC19940407F9301,BOGU,2,8
CAC19940407F9301,CAGU,2,5
CAC19940930F9302,BRPE,1,1
CAC19940930F9302,UNGU,2,1
CAC19941001F9305,WEGU,1,1
CAC19941001F9305,UNBA,2,1
CAC19941001F9306,CODO,2,25
CAC19941001F9307,UNBA,2,3
CAC19941001F9308,FIWH,2,3
CAC19941001F9311,CAGU,1,1
CAC19941001F9311,BLWH,2,1
CAC19941001F9312,UNCE,2,1
CAC19941001F9313,SFPW,2,15
CAC19941001F9314,LHSP,1,1
CAC19941001F9315,CAGU,4,1
CAC19941001F9319,UNCE,2,1
CAC19941001F9319,CAGU,4,1
CAC19941001F9326,LHSP,1,1
CAC19941001F9327,LHSP,1,1
CAC19941001F9328,CODO,2,12
CAC19941001F9328,UNWH,2,3
CAC19941001F9329,CASL,2,2
CAC19941001F9330,BLWH,2,1
CAC19941001F9332,LHSP,1,2
CAC19941001F9332,BLWH,2,1
CAC19941001F9333,BLWH,2,2
CAC19941001F9333,UNCE,2,1
CAC19941002F9337,UMAM,2,1
CAC19941002F9348,LHSP,1,1
CAC19941002F9350,LHSP,1,1
CAC19941002F9354,LHSP,1,2
CAC19941002F9357,RBTR,1,1
CAC19941002F9367,LHSP,1,1
CAC19941002F9372,LHSP,1,1
CAC19941002F9373,RBTR,1,1
CAC19941002F9375,CODO,2,12
CAC19941002F9378,LHSP,1,1
CAC19941002F9382,PFSH,1,1
CAC19941002F9383,LHSP,1,1
CAC19941003F9390,SOSH,1,2
CAC19941003F9392,SOSH,1,3
CAC19941003F9394,LHSP,1,1
CAC19941003F9397,LHSP,1,2
CAC19941003F9398,LHSP,1,1
CAC19941003F9399,LHSP,1,1
CAC19941003F9399,SOSH,1,2
CAC19941003F9400,LHSP,1,1
CAC19941003F9401,PFSH,1,2
CAC19941003F9429,LHSP,1,5
CAC19941003F9431,SOSH,1,1
CAC19941004F9434,LHSP,1,1
CAC19941004F9435,LHSP,1,1
CAC19941004F9437,LHSP,1,1
CAC19941004F9439,LHSP,1,1
CAC19941004F9442,PFSH,1,1
CAC19941004F9444,LHSP,1,1
CAC19941004F9444,PFSH,1,1
CAC19941004F9447,LHSP,1,2
CAC19941004F9447,RBTR,2,1
CAC19941004F9450,PFSH,1,2
CAC19941004F9463,LHSP,1,3
CAC19941004F9473,LHSP,1,1
CAC19941004F9475,LHSP,1,1
CAC19941005F9478,BLSP,1,1
CAC19941005F9479,CAGU,4,1
CAC19941005F9481,WEGU,1,1
CAC19941005F9482,BLSP,1,1
CAC19941005F9482,COPE,1,2
CAC19941005F9482,WEGU,4,4
CAC19941005F9484,PFSH,1,1
CAC19941005F9485,BLSP,1,1
CAC19941005F9485,SOSH,1,1
CAC19941005F9487,ARTE,1,1
CAC19941005F9488,WEGU,1,1
CAC19941005F9489,UNPI,2,1
CAC19941005F9489,WEGU,4,1
CAC19941005F9490,UNPI,2,1
CAC19941005F9490,WEGU,4,1
CAC19941005F9491,CAGU,2,1
CAC19941005F9492,ELTE,1,1
CAC19941005F9492,PWSD,2,4
CAC19941005F9492,BRPE,4,1
CAC19941005F9493,ELTE,1,1
CAC19941005F9493,WEGU,2,1
CAC19941005F9495,WEGU,4,1
CAC19941005F9497,WEGU,1,1
CAC19941005F9501,PWSD,2,6
CAC19941005F9502,CODO,3,150
CAC19941005F9507,RBTR,1,1
CAC19941005F9508,CAGU,1,1
CAC19941005F9511,UNGU,1,1
CAC19941005F9512,CODO,2,12
CAC19941006F9514,CAGU,1,1
CAC19941006F9516,CAGU,2,1
CAC19941006F9516,UNGU,2,1
CAC19941006F9517,CAGU,1,2
CAC19941006F9517,UNSB,1,3
CAC19941006F9518,WEGU,1,1
CAC19941006F9518,WEGU,4,1
CAC19941006F9519,CASL,4,1
CAC19941006F9520,CAGU,3,1
CAC19941006F9521,WEGU,2,1
CAC19941006F9522,NOFU,2,1
CAC19941006F9522,UNPI,2,1
CAC19941006F9523,CODO,4,150
CAC19941006F9524,SOSH,2,2
CAC19941006F9524,WEGU,3,1
CAC19941006F9525,BRPE,1,6
CAC19941006F9526,CASL,2,1
CAC19941006F9528,CASL,2,1
CAC19941006F9528,CASL,3,2
CAC19941006F9529,SOSH,1,3
CAC19941006F9529,WEGU,1,1
CAC19941006F9529,CAGU,2,1
CAC19941006F9529,PFSH,2,1
CAC19941006F9529,SHAR,2,1
CAC19941006F9529,WEGU,2,3
CAC19941006F9530,UNGU,1,1
CAC19941006F9530,WEGU,2,1
CAC19941006F9531,WEGU,1,1
CAC19941006F9531,WEGU,2,5
CAC19941006F9531,CASL,6,2
CAC19941006F9532,WEGU,1,2
CAC19941006F9532,CAGU,2,1
CAC19941006F9532,CASL,6,1
CAC19941006F9533,UNGU,1,1
CAC19941006F9534,UNSH,2,1
CAC19941006F9535,UNBI,1,1
CAC19941006F9536,WEGU,1,1
CAC19941006F9536,UNPI,2,1
CAC19941006F9537,SOSH,1,1
CAC19941006F9537,WEGU,1,1
CAC19941006F9537,CODO,2,15
CAC19941006F9539,SOSH,1,1
CAC19941007F9545,CASL,2,1
CAC19941007F9547,COPE,1,1
CAC19941007F9557,COPE,1,1
CAC19941007F9562,WEGU,1,1
CAC19941007F9571,LHSP,1,1
CAC19941007F9573,LHSP,1,1
CAC19941007F9578,RTTR,2,2
CAC19941007F9580,RTTR,1,1
CAC19941007F9581,LHSP,4,1
CAC19941007F9584,LHSP,1,1
CAC19941008F9605,CBWH,2,2
CAC19941008F9629,LHSP,1,1
CAC19941009F9631,RTTR,1,3
CAC19941009F9634,BFAL,4,1
CAC19941009F9643,UNDO,2,3
CAC19941009F9644,BFAL,4,1
CAC19941009F9653,SPWH,2,3
CAC19941009F9659,SPWH,2,1
CAC19941009F9660,SPWH,2,5
CAC19941009F9667,LHSP,1,1
CAC19941009F9667,CODO,4,6
CAC19941010F9681,CAGU,1,2
CAC19941010F9681,PFSH,1,1
CAC19941010F9681,UNGU,1,2
CAC19941010F9681,WEGU,1,3
CAC19941010F9681,CAGU,4,1
CAC19941010F9682,CAGU,1,1
CAC19941010F9682,UNGU,1,1
CAC19941010F9682,WEGU,1,5
CAC19941010F9682,WEGU,2,1
CAC19941010F9682,WEGU,4,1
CAC19941010F9685,CAGU,1,4
CAC19941010F9685,PFSH,2,2
CAC19941010F9686,UNCO,2,3
CAC19941010F9687,UNGU,1,2
CAC19941010F9687,UNPH,1,2
CAC19941010F9688,CAGU,1,1
CAC19941010F9688,WEGU,1,1
CAC19941010F9689,CAGU,1,1
CAC19941010F9689,CAGU,2,23
CAC19941010F9689,SHAR,2,2
CAC19941010F9689,UNCO,2,2
CAC19941010F9689,UNGU,2,40
CAC19941010F9689,WEGU,2,18
CAC19941010F9690,DCCO,1,1
CAC19941010F9690,WEGU,1,1
CAC19941010F9690,CAGU,2,8
CAC19941010F9690,RIDO,2,32
CAC19941010F9690,SHAR,2,7
CAC19941010F9690,UNGU,2,5
CAC19941010F9690,WEGU,2,5
CAC19941010F9691,BODO,4,2
CAC19941010F9692,CAGU,1,2
CAC19941010F9692,WEGU,1,1
CAC19941010F9692,CAGU,2,3
CAC19941010F9692,RIDO,2,12
CAC19941010F9692,BODO,4,5
CAC19941010F9692,CASL,6,5
CAC19941010F9693,BRPE,1,1
CAC19941010F9693,CAGU,1,3
CAC19941010F9693,UNCO,1,7
CAC19941010F9693,WEGU,1,2
CAC19941010F9693,BRPE,2,3
CAC19941010F9693,CAGU,2,2
CAC19941010F9693,PFSH,2,4
CAC19941010F9693,RIDO,2,6
CAC19941010F9693,WEGU,2,5
CAC19941010F9693,CASL,6,1
CAC19941010F9694,CAGU,1,2
CAC19941010F9694,UNGU,1,1
CAC19941010F9694,WEGU,1,1
CAC19941010F9694,BRPE,2,1
CAC19941010F9694,CAGU,2,5
CAC19941010F9694,PFSH,2,2
CAC19941010F9694,WEGU,2,1
CAC19941010F9695,BRPE,1,4
CAC19941010F9695,CAGU,1,1
CAC19941010F9695,WEGU,1,1
CAC19941010F9695,CASL,2,2
CAC19941010F9695,WEGU,4,1
CAC19941010F9696,BRPE,1,1
CAC19941010F9696,CAGU,1,2
CAC19941010F9696,UNGU,1,1
CAC19941010F9696,WEGU,1,2
CAC19941010F9696,CAGU,2,2
CAC19941010F9696,RIDO,2,1
CAC19941010F9696,WEGU,2,1
CAC19941010F9697,UNCO,1,1
CAC19941010F9697,BRPE,2,1
CAC19941010F9697,CAGU,2,3
CAC19941010F9697,CASL,2,5
CAC19941010F9697,WEGU,2,2
CAC19941010F9697,CAGU,3,3
CAC19941010F9698,CAGU,2,6
CAC19941010F9698,CASL,2,6
CAC19941010F9698,CODO,2,15
CAC19941010F9698,WEGU,2,1
CAC19941010F9698,CODO,4,2
CAC19941010F9698,UNGU,5,15
CAC19941010F9699,CAGU,1,1
CAC19941010F9699,CAGU,2,4
CAC19941010F9699,CASL,2,1
CAC19941010F9699,HERG,2,1
CAC19941010F9699,STSL,2,1
CAC19941010F9699,WEGU,2,2
CAC19941010F9699,BRPE,3,5
CAC19941010F9699,UNPI,3,2
CAC19941010F9700,UNGU,1,1
CAC19941010F9700,CAGU,2,1
CAC19941010F9700,RIDO,2,1
CAC19941010F9700,WEGU,2,1
CAC19941010F9700,CASL,3,3
CAC19941010F9701,CAGU,1,1
CAC19941010F9701,WEGU,1,1
CAC19941010F9701,CAGU,2,1
CAC19941010F9701,UNPI,2,1
CAC19941010F9702,BRPE,1,1
CAC19941010F9703,WEGU,2,1
CAC19941010F9703,CODO,3,90
CAC19941010F9703,UNPI,3,1
CAC19941010F9704,CAGU,1,1
CAC19941010F9704,LTJA,1,1
CAC19941010F9704,CASL,2,6
CAC19941010F9705,CAGU,1,1
CAC19941010F9705,WEGU,1,1
CAC19941010F9705,UNCO,2,1
CAC19941010F9706,CAGU,1,5
CAC19941010F9706,WEGU,1,1
CAC19941010F9707,UNGU,1,1
CAC19941010F9708,UNGU,1,1
CAC19941010F9708,WEGU,1,1
CAC19941010F9709,BRPE,1,1
CAC19941010F9711,BRPE,1,1
CAC19941010F9711,UNPH,1,1
CAC19941010F9711,REPH,2,1
CAC19941010F9711,RIDO,2,5
CAC19941010F9711,UNPH,2,2
CAC19941010F9711,CODO,4,25
CAC19941010F9713,UNGU,1,1
CAC19941010F9713,CAGU,2,3
CAC19941010F9713,REPH,2,1
CAC19941010F9713,WEGU,2,3
CAC19941010F9714,REPH,2,1
CAC19941010F9715,BRPE,1,2
CAC19941010F9715,WEGU,1,1
CAC19941010F9715,UNPI,4,1
CAC19941011F9718,CODO,2,5
CAC19941011F9721,CAGU,4,5
CAC19941011F9723,CASL,2,1
CAC19941011F9724,UNGU,4,1
CAC19941011F9725,UNPH,2,1
CAC19941011F9727,SOSH,1,1
CAC19941011F9729,FIWH,2,1
CAC19941011F9732,UNPI,2,1
CAC19941011F9738,PFSH,1,1
CAC19941011F9740,BFAL,1,1
CAC19941011F9745,UNPH,1,1
CAC19941011F9748,LHSP,1,1
CAC19941011F9751,PFSH,1,1
CAC19941011F9754,LHSP,1,2
CAC19941012F9756,BFAL,4,1
CAC19941012F9764,BFAL,4,1
CAC19941012F9765,BFAL,4,1
CAC19941012F9771,BFAL,4,1
CAC19941012F9801,BFAL,1,1
CAC19941013F9803,BFAL,4,1
CAC19941013F9804,CODO,4,13
CAC19941013F9807,BFAL,1,1
CAC19941013F9810,UNPI,2,1
CAC19941013F9829,RNPH,1,1
CAC19941013F9829,UNSH,1,1
CAC19941013F9831,UNPH,1,1
CAC19941013F9831,STPE,4,1
CAC19941013F9832,LHSP,1,1
CAC19941013F9832,UNPH,1,2
CAC19941013F9832,UNPH,2,2
CAC19941014F9814,UNPH,1,1
CAC19941014F9815,UNPH,1,2
CAC19941014F9816,RNPH,2,1
CAC19941014F9821,CODO,4,1
CAC19941014F9823,LHSP,1,1
CAC19941014F9840,ASSP,1,1
CAC19941014F9840,CAGU,1,1
CAC19941014F9840,NOFU,1,1
CAC19941014F9840,PFSH,1,1
CAC19941014F9840,WEGU,1,2
CAC19941014F9841,PFSH,1,1
CAC19941014F9841,SOSH,1,1
CAC19941014F9841,UNJA,1,1
CAC19941014F9841,UNSH,1,1
CAC19941014F9841,UNPI,2,1
CAC19941014F9841,CAGU,4,4
CAC19941014F9842,FFSH,1,1
CAC19941014F9842,UNGU,1,4
CAC19941014F9842,WEGU,4,1
CAC19941014F9843,SOSH,1,1
CAC19941014F9843,WEGU,1,1
CAC19941014F9843,WEGU,4,2
CAC19941014F9844,UNGU,1,1
CAC19941014F9844,WEGU,1,2
CAC19941014F9844,CASL,2,1
CAC19941014F9844,WEGU,2,1
CAC19941014F9844,CAGU,4,1
CAC19941014F9845,BRPE,1,5
CAC19941014F9845,PFSH,1,2
CAC19941014F9845,CAGU,4,2
CAC19941014F9845,WEGU,4,1
CAC19941014F9846,PFSH,1,1
CAC19941014F9846,WEGU,2,2
CAC19941014F9847,BRPE,1,1
CAC19941014F9847,WEGU,1,1
CAC19941014F9847,CASL,2,1
CAC19941014F9847,WEGU,4,3
CAC19941014F9848,BRPE,1,1
CAC19941014F9848,UNGU,1,1
CAC19941014F9848,WEGU,1,1
CAC19941014F9848,BRPE,2,2
CAC19941014F9848,CAGU,4,2
CAC19950105F1,UNCO,1,8
CAC19950105F2,BRPE,1,1
CAC19950105F2,UNPH,1,8
CAC19950105F3,PAJA,1,1
CAC19950105F3,WEGU,1,2
CAC19950105F5,WEGU,4,1
CAC19950106F12,CAAU,2,1
CAC19950106F15,PFSH,1,1
CAC19950106F16,WEGU,1,1
CAC19950106F17,RIDO,2,12
CAC19950106F18,COPE,1,6
CAC19950106F18,SOSH,1,1
CAC19950106F18,WEGU,2,2
CAC19950106F19,CAGU,1,2
CAC19950106F19,NOFU,1,2
CAC19950106F19,WEGU,4,1
CAC19950106F20,PFSH,1,2
CAC19950106F20,SOSH,1,1
CAC19950106F20,WEGU,1,1
CAC19950106F20,WEGU,4,1
CAC19950106F20,NOFU,5,1
CAC19950106F20,POJA,5,1
CAC19950106F21,CAGU,1,1
CAC19950106F21,WEGU,4,1
CAC19950106F22,WEGU,4,1
CAC19950106F22,BFAL,5,1
CAC19950106F22,UNGU,5,1
CAC19950106F25,UNPH,2,2
CAC19950106F26,BFAL,1,1
CAC19950106F27,WEGU,4,1
CAC19950106F27,SPWH,5,2
CAC19950106F28,UNSH,1,1
CAC19950106F32,WEGU,4,4
CAC19950106F33,BFAL,1,1
CAC19950106F36,CAAU,1,1
CAC19950106F36,CAAU,2,1
CAC19950106F36,CAGU,4,1
CAC19950106F7,UNPH,1,1
CAC19950106F7,CODO,2,55
CAC19950106F8,CAAU,1,3
CAC19950106F8,CAAU,2,1
CAC19950106F9,CAAU,1,1
CAC19950106F9,BFAL,4,1
CAC19950107F44,LHSP,1,1
CAC19950107F47,LHSP,1,1
CAC19950107F48,CAAU,1,1
CAC19950107F53,CODO,4,24
CAC19950107F57,MOLA,2,1
CAC19950107F61,PFSH,1,1
CAC19950107F62,LHSP,1,1
CAC19950107F63,CAAU,2,1
CAC19950107F64,LHSP,5,2
CAC19950107F70,LHSP,1,1
CAC19950107F70,BFAL,4,1
CAC19950107F72,CAAU,2,1
CAC19950107F72,CODO,4,5
CAC19950107F74,LHSP,1,1
CAC19950107F76,UNSP,1,2
CAC19950107F78,CAAU,2,1
CAC19950107F78,BFAL,4,1
CAC19950108F80,CODO,4,25
CAC19950108F81,RTTR,4,1
CAC19950108F87,LHSP,1,1
CAC19950108F90,BFAL,4,1
CAC19950108F90,RTTR,4,1
CAC19950108F93,LHSP,1,1
CAC19950108F95,LHSP,1,1
CAC19950108F98,LHSP,1,1
CAC19950109F106,CODO,4,6
CAC19950109F107,RTTR,1,1
CAC19950109F107,BFAL,4,1
CAC19950109F110,LHSP,1,1
CAC19950109F110,BFAL,4,1
CAC19950109F111,LHSP,1,1
CAC19950109F113,BULS,4,1
CAC19950109F117,LHSP,1,2
CAC19950109F121,UNCE,2,2
CAC19950109F127,BFAL,4,2
CAC19950109F129,RTTR,1,1
CAC19950109F131,LHSP,1,1
CAC19950109F135,LHSP,1,1
CAC19950109F135,SOSH,1,1
CAC19950109F139,COPE,1,1
CAC19950110F151,SHAR,2,1
CAC19950110F152,LHSP,1,1
CAC19950110F152,CAAU,2,2
CAC19950110F152,WEGU,4,1
CAC19950110F153,LHSP,1,1
CAC19950110F153,BFAL,4,1
CAC19950110F153,CODO,4,2
CAC19950110F154,BFAL,4,2
CAC19950110F160,CODO,4,4
CAC19950110F161,LHSP,1,1
CAC19950110F163,LHSP,1,2
CAC19950110F166,CAAU,2,1
CAC19950110F166,CODO,4,2
CAC19950110F168,LHSP,1,2
CAC19950110F170,LHSP,1,1
CAC19950111F177,UNCO,1,2
CAC19950111F177,WEGU,1,1
CAC19950111F178,UNCO,1,12
CAC19950111F178,RHAU,2,2
CAC19950111F179,BRPE,1,1
CAC19950111F179,SOSH,1,1
CAC19950111F179,RHAU,2,4
CAC19950111F180,PECO,1,1
CAC19950111F182,UNGU,1,1
CAC19950111F182,WEGU,1,1
CAC19950111F183,BFAL,1,1
CAC19950111F183,WEGU,1,1
CAC19950111F184,UNGU,1,1
CAC19950111F185,HERG,1,1
CAC19950111F185,BRPE,2,1
CAC19950111F186,BRPE,1,1
CAC19950111F186,WEGU,1,1
CAC19950111F186,WEGU,4,1
CAC19950111F187,WEGU,1,1
CAC19950111F188,UMAM,2,2
CAC19950111F189,BRPE,1,2
CAC19950111F189,WEGU,1,2
CAC19950111F189,BRPE,2,1
CAC19950111F189,CASL,2,2
CAC19950111F189,UNCO,2,3
CAC19950111F190,UNJA,1,1
CAC19950111F190,WEGU,1,1
CAC19950111F190,WEGU,3,1
CAC19950111F191,WEGU,1,1
CAC19950111F192,BRPE,1,1
CAC19950111F193,WEGU,1,2
CAC19950111F194,WEGU,1,1
CAC19950112F202,RHAU,1,4
CAC19950112F203,LHSP,1,2
CAC19950112F203,WEGU,1,1
CAC19950112F203,WEGU,4,1
CAC19950112F204,UNBI,1,1
CAC19950112F204,WEGU,1,1
CAC19950112F205,WEGU,1,1
CAC19950112F205,CAGU,4,2
CAC19950112F207,BRPE,1,1
CAC19950112F207,UNGU,1,1
CAC19950112F207,WEGU,1,1
CAC19950112F207,WEGU,2,1
CAC19950112F208,CAAU,1,2
CAC19950112F208,RHAU,1,4
CAC19950112F208,WEGU,2,1
CAC19950112F209,CAAU,1,2
CAC19950112F209,RHAU,1,5
CAC19950112F209,RTLO,1,1
CAC19950112F210,WEGU,1,1
CAC19950112F211,CAGU,1,1
CAC19950112F211,MOLA,1,1
CAC19950112F211,WEGU,1,1
CAC19950112F211,RHAU,2,3
CAC19950112F212,RTLO,1,1
CAC19950112F212,UNPH,1,1
CAC19950112F212,WEGU,2,1
CAC19950112F214,UNPH,1,2
CAC19950112F214,WEGU,1,1
CAC19950112F214,CAAU,2,1
CAC19950112F215,RHAU,1,1
CAC19950112F215,REPH,2,1
CAC19950112F215,RHAU,2,1
CAC19950112F216,CAAU,1,1
CAC19950112F216,RHAU,1,1
CAC19950112F216,REPH,2,1
CAC19950112F216,RHAU,2,1
CAC19950112F217,RHAU,2,3
CAC19950112F218,RHAU,1,1
CAC19950112F218,UNGU,1,1
CAC19950112F218,WEGU,1,2
CAC19950112F218,UNPH,2,1
CAC19950112F221,PFSH,1,1
CAC19950112F222,CASL,2,1
CAC19950112F223,PECO,1,2
CAC19950112F224,WEGU,1,1
CAC19950112F224,UNBA,2,1
CAC19950113F227,LHSP,1,1
CAC19950113F228,RHAU,2,2
CAC19950113F228,BFAL,4,1
CAC19950113F234,CAAU,2,1
CAC19950113F235,BFAL,4,1
